project_id,project_status,project_name,street_number,street_name,street_type,zip_code,block,lot,city_analysis_neighborhood,planning_neighborhood,lead_agency,program_area,project_area,project_type,housing_tenure,estimated_actual_construction_start_date,project_lead_sponsor,planning_case_number,planning_entitlements,entitlement_approval,building_permit_number,project_units,affordable_units,market_rate_units,affordable,sro_units,studio_units,_1bd_units,_2bd_units,_3bd_units,_4bd_units,_5_bd_units,mobility_units,manager_units,manager_unit_s_type,family_units,senior_units,tay_units,homeless_units,disabled_units,losp_units,public_housing_replacement_units,latitude,longitude,location,estimated_construction_completion,bedrooms_to_be_determined,project_owner,project_co_sponsor
2014-020,(4) Site Work Permit Issued,325 Fremont,325,Fremont,St,94105.0,3747,12,Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2017-09-19T00:00:00.000,Fremont 325 Development LLC,2012.1025,"2012.1025E,2012.1025E_3,2012.1025GPR,2012.1025LLA,2012.1025U,2012.1025V,2012.1025X",2014-07-17T00:00:00.000,,118,0,118,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7877761,-122.3929446,"{
  ""location"": {
    ""latitude"": ""37.7877761"",
    ""longitude"": ""-122.3929446""
  }
}",,,,
2017-008,(3) Design with Entitlements Approved,667 Folsom,667,Folsom,St,94107.0,3750,81,Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2019-01-04T00:00:00.000,"Reuben, Junius & Rose, LLP",2015-002604PRJ,"2015-002604ENV,2015-002604ENX,2015-002604PPA",2017-01-05T00:00:00.000,,230,0,230,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7843022,-122.3980118,"{
  ""location"": {
    ""latitude"": ""37.7843022"",
    ""longitude"": ""-122.3980118""
  }
}",,,,
2016-020,(4) Site Work Permit Issued,655 Folsom,655,Folsom,St,94107.0,3750,50,Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2018-03-09T00:00:00.000,,2013.0253,"2013.0253ENV,2013.0253ENX,2013.0253PPA,2013.0253U",2016-03-10T00:00:00.000,201602099171,89,0,89,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7842821,-122.3978348,"{
  ""location"": {
    ""latitude"": ""37.7842821"",
    ""longitude"": ""-122.3978348""
  }
}",,,,
2023-016,(3) Design with Entitlements Approved,395 3rd St,395,3rd,St,94107.0,3750,86,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2025-06-27T00:00:00.000,,2021-003762PRJ,,2023-06-29T00:00:00.000,,524,84,440,16.0,0,15,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,37.78307,-122.39715,"{
  ""location"": {
    ""latitude"": ""37.78307"",
    ""longitude"": ""-122.39715""
  }
}",,,,
2018-057,(3) Design with Entitlements Approved,768 Harrison,768,Harrison,St,94107.0,3751,33,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2020-10-31T00:00:00.000,,2013.1872,,2018-11-02T00:00:00.000,201406269588,11,0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7815,-122.39911,"{
  ""location"": {
    ""latitude"": ""37.7815"",
    ""longitude"": ""-122.39911""
  }
}",,,,
2017-026,(5) First Construction Document Issued,342-360 5th,342-360,5th,St,94107.0,3753,147,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-06-21T00:00:00.000,"Reuben, Junius & Rose, LLP",2015-005863PRJ,"2015-005863CUA,2015-005863ENV,2015-005863ENX,2015-005863PPA,2015-005863TDM",,201805310611,127,18,109,14.0,0,4,6,5,3,0,0,0,0,0,18,0,0,0,0,0,0,37.7795412,-122.4028577,"{
  ""location"": {
    ""latitude"": ""37.7795412"",
    ""longitude"": ""-122.4028577""
  }
}",,,,
2019-033,(3) Design with Entitlements Approved,953-955 Folsom,953-955,Folsom,St,94107.0,3753,114,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,,2016-005596PRJ,,,201702028469,23,0,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77909,-122.4044,"{
  ""location"": {
    ""latitude"": ""37.77909"",
    ""longitude"": ""-122.4044""
  }
}",,,,
2017-023,(4) Site Work Permit Issued,301 6th St,301,6th,St,94107.0,3753,122,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-09-24T00:00:00.000,"Reuben, Junius & Rose, LLP",2013.0538,"2013.0538E,2013.0538ENX,2013.0538SHD,2013.0538TDM,2013.0538U",,200007104648,95,13,82,14.0,0,3,5,5,0,0,0,0,0,0,13,0,0,0,0,0,0,37.77849,-122.4051143,"{
  ""location"": {
    ""latitude"": ""37.77849"",
    ""longitude"": ""-122.4051143""
  }
}",,,,
2016-012,(5) First Construction Document Issued,988 Harrison,988,Harrison,St,94107.0,3753,148,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-05-31T00:00:00.000,988 Harrison LLC,2014.0832,"2014.0832CUA,2014.0832E,2014.0832ENX,2014.0832PPA,2014.0832SHD,2014.0832U",2016-02-25T00:00:00.000,201712146448,90,12,78,13.0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.7775621,-122.4040126,"{
  ""location"": {
    ""latitude"": ""37.7775621"",
    ""longitude"": ""-122.4040126""
  }
}",,12.0,,
2020-041,(3) Design with Entitlements Approved,224 Clara,224-228,Clara,St,94107.0,3753,701,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,,,,,,9,1,8,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.77902,-122.40322,"{
  ""location"": {
    ""latitude"": ""37.77902"",
    ""longitude"": ""-122.40322""
  }
}",,,,
2018-041,(4) Site Work Permit Issued,1075-1089 Folsom,1075,Folsom,St,94103.0,3754,"038, 039",South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-11-19T00:00:00.000,,2016-008438PRJ,,,,48,12,36,25.0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,37.776971,-122.4071498,"{
  ""location"": {
    ""latitude"": ""37.776971"",
    ""longitude"": ""-122.4071498""
  }
}",,,,
2018-033,(3) Design with Entitlements Approved,1245 Folsom,1245,Folsom,St,94103.0,3756,41,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-10-02T00:00:00.000,"Newbs 0168, LLC",2015-014148PRJ,,2018-10-04T00:00:00.000,,37,7,30,19.0,0,3,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,37.7741616,-122.4104715,"{
  ""location"": {
    ""latitude"": ""37.7741616"",
    ""longitude"": ""-122.4104715""
  }
}",,,,
2020-008,(3) Design with Entitlements Approved,657 Harrison,657,Harrison,St,94107.0,3763,100,Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2022-02-18T00:00:00.000,,2012.1384,,2020-02-20T00:00:00.000,,489,0,489,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7831065,-122.3963301,"{
  ""location"": {
    ""latitude"": ""37.7831065"",
    ""longitude"": ""-122.3963301""
  }
}",,,,
2015-038,(3) Design with Entitlements Approved,525 Harrison,525,Harrison,St,94105.0,3764,63,Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2017-09-22T00:00:00.000,Hines Interests Ltd.,2013.0159,"2013.0159E,2013.0159T,2013.0159U,2013.0159X,2013.0159Z",2015-09-24T00:00:00.000,201406188773,205,25,180,12.0,0,5,9,11,0,0,0,0,0,0,25,0,0,0,0,0,0,37.7853948,-122.393365,"{
  ""location"": {
    ""latitude"": ""37.7853948"",
    ""longitude"": ""-122.393365""
  }
}",,,,
2018-007,(3) Design with Entitlements Approved,429 Beale (aka 430 Main),429,Beale,St,94105.0,3767,"305, 306",Financial District/South Beach,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-05-22T00:00:00.000,"Reuben, Junius & Rose, LLP",2014-002033PRJ,,2018-05-24T00:00:00.000,200903134091,144,19,125,13.0,0,8,3,8,0,0,0,0,0,0,19,0,0,0,0,0,0,37.7872364,-122.3903999,"{
  ""location"": {
    ""latitude"": ""37.7872364"",
    ""longitude"": ""-122.3903999""
  }
}",,,,
2021-026,(3) Design with Entitlements Approved,560 Brannan,560,Brannan,St,94107.0,3777,44,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-11-17T00:00:00.000,,2019-013276PRJ,,2021-11-18T00:00:00.000,,120,18,102,15.0,0,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7774127,-122.3980188,"{
  ""location"": {
    ""latitude"": ""37.7774127"",
    ""longitude"": ""-122.3980188""
  }
}",2026-01-10T00:00:00.000,,,
2019-005,(3) Design with Entitlements Approved,828 Brannan St,828,Brannan,St,94103.0,3780,004E,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-04-23T00:00:00.000,"828 Brannan Partners, LLC (c/o The S. Hekemian Group)",2015-015789PRJ,,2019-04-25T00:00:00.000,,50,9,41,18.0,0,2,3,4,0,0,0,0,0,0,9,0,0,0,0,0,0,37.7727193,-122.4042071,"{
  ""location"": {
    ""latitude"": ""37.7727193"",
    ""longitude"": ""-122.4042071""
  }
}",,,,
2019-016,(3) Design with Entitlements Approved,755 Brannan,755,Brannan,St,94103.0,3784,181,South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-08-20T00:00:00.000,,2017-002951PRJ,,2019-08-22T00:00:00.000,201912169643,57,8,49,14.0,0,3,1,4,0,0,0,0,0,0,8,0,0,0,0,0,0,37.773879,-122.402012,"{
  ""location"": {
    ""latitude"": ""37.773879"",
    ""longitude"": ""-122.402012""
  }
}",,,,
2019-021,(3) Design with Entitlements Approved,655 4th St,655,4th,St,94107.0,3787,"026, 028",South of Market,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2021-06-18T00:00:00.000,,2014-000203PRJ,,2019-06-20T00:00:00.000,201909262784,960,0,960,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7777198,-122.395445,"{
  ""location"": {
    ""latitude"": ""37.7777198"",
    ""longitude"": ""-122.395445""
  }
}",,,,
2012-008,(3) Design with Entitlements Approved,1150 16th (AKA 1208 8th),1150,16th,St,94107.0,3821,9,Mission Bay,South of Market,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2014-04-11T00:00:00.000,Sergio Nibbi,2004.1004,"2004.1004C,2004.1004E,2004.1004E_3,2004.1004K,2004.1004S",2012-04-12T00:00:00.000,201107220909,15,2,13,13.0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,37.7663194,-122.3987953,"{
  ""location"": {
    ""latitude"": ""37.7663194"",
    ""longitude"": ""-122.3987953""
  }
}",,,,
2016-083,(4) Site Work Permit Issued,98 Pennsylvania,98,Pennsylvania,Ave,94107.0,3948,2,Mission Bay,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-06-05T00:00:00.000,Ciaran & Patrick Harty,2020-010275PRJ,,2023-03-02T00:00:00.000,201612235806,64,9,55,14.0,0,2,3,3,1,0,0,0,0,0,9,0,0,0,0,0,0,37.7653983,-122.3941948,"{
  ""location"": {
    ""latitude"": ""37.7653983"",
    ""longitude"": ""-122.3941948""
  }
}",,,,
2016-049,(4) Site Work Permit Issued,901 16th (related to 1200 17th),901,16th,St,94107.0,3949,1,Mission Bay,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-05-11T00:00:00.000,,2011.13,"2011.1300E,2011.1300K,2011.1300PPA,2011.1300U,2011.1300X",2016-05-12T00:00:00.000,9517742S,260,42,218,16.0,0,8,17,15,2,0,0,0,0,0,42,0,0,0,0,0,0,37.7663067,-122.395268,"{
  ""location"": {
    ""latitude"": ""37.7663067"",
    ""longitude"": ""-122.395268""
  }
}",,,,
2016-050,(3) Design with Entitlements Approved,1200 17th (related to 901 16th),1200,17th,St,94107.0,3949,2,Mission Bay,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-05-11T00:00:00.000,,2011.13,,2016-05-12T00:00:00.000,,135,0,135,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7656838,-122.3953565,"{
  ""location"": {
    ""latitude"": ""37.7656838"",
    ""longitude"": ""-122.3953565""
  }
}",,,,
2016-019,(5) First Construction Document Issued,88 At the Park,88,Arkansas,St,94107.0,3953,2,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2018-01-17T00:00:00.000,Patrick McNerney,2015-000453PRJ,"2014-003150PPA,2015-000453CND,2015-000453ENV,2015-000453ENX,2015-000453SHD",2016-03-03T00:00:00.000,201511021443,127,25,102,20.0,0,5,10,8,2,0,0,0,0,0,25,0,0,0,0,0,0,37.76535092,-122.399134,"{
  ""location"": {
    ""latitude"": ""37.76535092"",
    ""longitude"": ""-122.399134""
  }
}",,,,
2021-004,(3) Design with Entitlements Approved,321 Florida,321,Florida,St,94110.0,3965,22,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,DM Development,,,,,168,23,145,14.0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7649623,-122.4111543,"{
  ""location"": {
    ""latitude"": ""37.7649623"",
    ""longitude"": ""-122.4111543""
  }
}",,,,
2016-064,(3) Design with Entitlements Approved,2435-2445 16th,2345-2445,16th,,94110.0,3965,52,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-06-05T00:00:00.000,Steve Vettel,2014.1201,"2014.1201ENV,2014.1201ENX,2014.1201PPA,2014.1201SHD,2014.1201U",2016-06-23T00:00:00.000,,53,8,45,15.0,0,0,4,3,1,0,0,0,0,0,8,0,0,0,0,0,0,37.7655544,-122.4100238,"{
  ""location"": {
    ""latitude"": ""37.7655544"",
    ""longitude"": ""-122.4100238""
  }
}",,,,
2018-011,(5) First Construction Document Issued,603 Tennessee,603,Tennessee,St,94107.0,3995,15,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2018-10-16T00:00:00.000,,2015-011202PRJ,,2018-01-30T00:00:00.000,201602260667,24,3,21,13.0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7640252,-122.3896032,"{
  ""location"": {
    ""latitude"": ""37.7640252"",
    ""longitude"": ""-122.3896032""
  }
}",,,,
2016-111,(4) Site Work Permit Issued,249 Pennsylvania Ave,249,Pennsylvania,Ave,94107.0,3999,15,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-04-10T00:00:00.000,,2014.1279,"2014.1279ENV,2014.1279ENX,2014.1279U,2014.1279U_OLD",2016-11-03T00:00:00.000,201611223357,59,10,49,17.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,37.7633284,-122.3933872,"{
  ""location"": {
    ""latitude"": ""37.7633284"",
    ""longitude"": ""-122.3933872""
  }
}",,,,
2018-016,(5) First Construction Document Issued,2750 19th St,2750,19th,St,94110.0,4023,004A,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2020-08-21T00:00:00.000,,2014-001400ENX,,2018-08-23T00:00:00.000,201712156665,60,11,49,18.0,0,0,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,37.7608043,-122.4097826,"{
  ""location"": {
    ""latitude"": ""37.7608043"",
    ""longitude"": ""-122.4097826""
  }
}",,,,
2016-007,(5) First Construction Document Issued,2177 3rd Street,2177,3rd,St,94107.0,4045,3,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2017-12-27T00:00:00.000,"M. Gaehwiler Construction, Inc.",2013.0784,"2013.0784CND,2013.0784E,2013.0784K,2013.0784U,2013.0784X",2017-07-20T00:00:00.000,201306210213,114,8,106,7.0,0,1,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,37.7622991,-122.3884155,"{
  ""location"": {
    ""latitude"": ""37.7622991"",
    ""longitude"": ""-122.3884155""
  }
}",,,,
2018-009,(3) Design with Entitlements Approved,600 20th,600,20th,St,94107.0,4058,2,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2020-06-12T00:00:00.000,,2016-008651PRJ,,2018-06-14T00:00:00.000,202110019676,21,3,18,14.0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,37.760775,-122.387814,"{
  ""location"": {
    ""latitude"": ""37.760775"",
    ""longitude"": ""-122.387814""
  }
}",,,,
2017-028,(3) Design with Entitlements Approved,888 Tennessee,888,Tennessee,St,94107.0,4060,1,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2019-10-18T00:00:00.000,"Reuben, Junius & Rose, LLP",2013.0975,,,201808207808,110,17,93,15.0,0,3,7,6,1,0,0,0,0,0,17,0,0,0,0,0,0,37.7606028,-122.3897609,"{
  ""location"": {
    ""latitude"": ""37.7606028"",
    ""longitude"": ""-122.3897609""
  }
}",,,,
2019-036,(4) Site Work Permit Issued,919 Illinois (Pier 70 Parcel K North),919,Illinois,St,94107.0,4110,12,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,In-lieu Fee Project,2021-11-20T00:00:00.000,,2019-017002PHA,,2019-11-22T00:00:00.000,201911258098,245,0,245,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.760332,-122.3873637,"{
  ""location"": {
    ""latitude"": ""37.760332"",
    ""longitude"": ""-122.3873637""
  }
}",,,,
2015-019,(4) Site Work Permit Issued,1000 Mississippi,1000,Mississippi,St,94107.0,4224,"015, 016, 037, 038, 039, 040",Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2016-10-21T00:00:00.000,"Heights Properties, LLP",2014.1019,,2015-05-14T00:00:00.000,200705010141,28,3,25,11.0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,37.7534083,-122.3937074,"{
  ""location"": {
    ""latitude"": ""37.7534083"",
    ""longitude"": ""-122.3937074""
  }
}",,,,
2021-002,(3) Design with Entitlements Approved,1055 Texas (formerly 999 Texas St),,,,94107.0,4224,178,Potrero Hill,Potrero Hill,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,TM Build LLC,,,,,25,6,19,24.0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7529232,-122.394631,"{
  ""location"": {
    ""latitude"": ""37.7529232"",
    ""longitude"": ""-122.394631""
  }
}",,,,
2020-040,(3) Design with Entitlements Approved,725 Jamestown,725,Jamestown,Ave,94124.0,4991,276,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2022-07-23T00:00:00.000,,2019-002743PRJ,,2020-07-24T00:00:00.000,201912179797,122,22,100,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7151087,-122.3891811,"{
  ""location"": {
    ""latitude"": ""37.7151087"",
    ""longitude"": ""-122.3891811""
  }
}",,,,
2016-115,(3) Design with Entitlements Approved,5 Thomas Mello Circle,5,Thomas Mello,Cir,94134.0,4991,75,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2018-11-16T00:00:00.000,Ocean Landing LLC,2015-009690PRJ,"2015-009690CND,2015-009690CUA,2015-009690DNX,2015-009690ENV,2015-009690PRV",2016-11-17T00:00:00.000,,585,72,513,12.0,0,0,43,20,9,0,0,0,0,0,72,0,0,0,0,0,0,37.7100985,-122.3938076,"{
  ""location"": {
    ""latitude"": ""37.7100985"",
    ""longitude"": ""-122.3938076""
  }
}",,,,
2021-007,(4) Site Work Permit Issued,4712-4720 3rd St,4712-4720,3rd,St,94123.0,5311,35,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,,2020-003042PRJ,,,201406300003,21,4,17,19.0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,37.7354419,-122.3907155,"{
  ""location"": {
    ""latitude"": ""37.7354419"",
    ""longitude"": ""-122.3907155""
  }
}",,,,
2022-012,(3) Design with Entitlements Approved,5272-5280 3rd St,5272-5280,3rd,St,94124.0,5411,"014, 015",Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2024-11-15T00:00:00.000,,2020-006131PRJ,,,,12,1,11,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.72966,-122.39286,"{
  ""location"": {
    ""latitude"": ""37.72966"",
    ""longitude"": ""-122.39286""
  }
}",2027-01-09T00:00:00.000,,,
2022-011,(3) Design with Entitlements Approved,5250 3rd St,5250,3rd,St,94124.0,5411,10,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2024-06-14T00:00:00.000,,2021-010017AHB,,2022-06-16T00:00:00.000,202212097985,100,30,70,30.0,0,5,12,6,7,0,0,0,0,0,0,0,0,0,0,0,0,37.73,-122.39277,"{
  ""location"": {
    ""latitude"": ""37.73"",
    ""longitude"": ""-122.39277""
  }
}",,,,
2021-008,(3) Design with Entitlements Approved,6424 3rd St,6424,3rd,St,94123.0,5470,2,Bayview Hunters Point,Bayview,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-05-12T00:00:00.000,Antrea Investments & Trading LLC,2014.1058,,2021-05-13T00:00:00.000,201512316257,17,2,15,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7198578,-122.3971423,"{
  ""location"": {
    ""latitude"": ""37.7198578"",
    ""longitude"": ""-122.3971423""
  }
}",2025-07-05T00:00:00.000,,,
2021-025,(3) Design with Entitlements Approved,770 Woolsey,770,Woolsey,St,94134.0,6055,1,Portola,Excelsior,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2023-11-17T00:00:00.000,,2017-012086PRJ,,2021-11-18T00:00:00.000,202203230651,63,13,50,21.0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,37.7237509,-122.4091631,"{
  ""location"": {
    ""latitude"": ""37.7237509"",
    ""longitude"": ""-122.4091631""
  }
}",2026-01-10T00:00:00.000,,"140 Partners, LLC",
2021-006,(4) Site Work Permit Issued,0 Guttenberg,0,Guttenberg,St,94112.0,6475,55,Excelsior,Crocker Amazon,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,Guttenberg Project,,,,"202105110191, 202105110189, 202105110186, 202105110183",19,0,19,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.71059,-122.4434,"{
  ""location"": {
    ""latitude"": ""37.71059"",
    ""longitude"": ""-122.4434""
  }
}",,,,
2022-010,(3) Design with Entitlements Approved,2955 Mission,2955,Mission,St,94110.0,6528,25,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2024-06-07T00:00:00.000,,2019-023083PRJ,,2022-06-09T00:00:00.000,202105180518,18,18,0,100.0,0,6,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,37.74985,-122.41789,"{
  ""location"": {
    ""latitude"": ""37.74985"",
    ""longitude"": ""-122.41789""
  }
}",,,,
2017-031,(5) First Construction Document Issued,2918 Mission,,,,94110.0,6529,2,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2019-05-14T00:00:00.000,,2014.0376,,,,75,8,67,11.0,0,2,4,2,0,0,0,0,0,0,8,0,0,0,0,0,0,37.750313,-122.418539,"{
  ""location"": {
    ""latitude"": ""37.750313"",
    ""longitude"": ""-122.418539""
  }
}",,,,
2019-017,(3) Design with Entitlements Approved,3314 Cesar Chavez,3314,Cesar Chavez,St,94110.0,6571,12,Mission,Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,,,,,,,57,11,46,19.0,0,0,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,37.748623,-122.416527,"{
  ""location"": {
    ""latitude"": ""37.748623"",
    ""longitude"": ""-122.416527""
  }
}",,,,
2019-024,(4) Site Work Permit Issued,65 Ocean Ave,65,Ocean,,94112.0,6954,18,Excelsior,Outer Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2021-10-22T00:00:00.000,,2016-006860PRJ,,2019-10-24T00:00:00.000,,193,48,145,25.0,0,12,17,14,5,0,0,0,0,0,48,0,0,0,0,0,0,37.7231255,-122.438098,"{
  ""location"": {
    ""latitude"": ""37.7231255"",
    ""longitude"": ""-122.438098""
  }
}",,,,
2021-017,(3) Design with Entitlements Approved,4716-4722 Mission,4716-4722,Mission,St,94112.0,6955,"014, 015",Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,2023-07-21T00:00:00.000,Tortilla Flats LLC,2018-002625PRJ,,2021-07-22T00:00:00.000,202112104169,24,3,21,13.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37.722785,-122.4364502,"{
  ""location"": {
    ""latitude"": ""37.722785"",
    ""longitude"": ""-122.4364502""
  }
}",2025-09-13T00:00:00.000,,,
2020-038,(3) Design with Entitlements Approved,5500 Mission,5500,Mission,St,94112.0,7066,36,Outer Mission,Outer Mission,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Rental,,,2018-012065PRJ,,,201612286112,17,0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.7127357,-122.4452015,"{
  ""location"": {
    ""latitude"": ""37.7127357"",
    ""longitude"": ""-122.4452015""
  }
}",,,,
2022-002,(3) Design with Entitlements Approved,5367 Diamond Heights,5367,Diamond Heights,Blvd,94131.0,7535,108,Noe Valley,Noe Valley,MOHCD,Inclusionary Housing Program,Not in an OCII Project Area,New Construction,Ownership,2024-02-02T00:00:00.000,,2020-007481PRJ,,2022-02-03T00:00:00.000,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.742584,-122.4359628,"{
  ""location"": {
    ""latitude"": ""37.742584"",
    ""longitude"": ""-122.4359628""
  }
}",2026-03-28T00:00:00.000,,"Vista Del Monte Affordable Housing, Inc.",
